"Tipo_muestra","Orden","ruc","RAZON_SOCIAL","NOMBRE_COMERCIAL","CODIGO_ORGANIZACION_LEGAL","ORGANIZACION_LEGAL","CODIGO_CATESTAB","TIPESTAB","CODIGO_EMPRESA_TIPO","EMPRESA_TIPO","CODIGO_EMPRESA_ESTADO","EMPRESA_ESTADO","CODIGO_ESTADO_HABIDO","ESTADO_HABIDO","UBIGEO","NOMDEP","NOMPROV","NOMDIST","codigo de distrito","CIIU_V3","CIIU_V4","ANIO_CONSTITUCION","ANIO_APERTURA","ANIO_CIERRE","CODIGO_REG_PROPIEDAD","REG_PROPIEDAD","CODIGO_ACTIV_COMERCIO_EXTERIOR","ACTIV_COMERCIO_EXTERIOR","Estado","DESC_ESTADO","DESC_VIA_OTRO","DESC_CONDICION_DOMICILIO","CAPITAL","Region","CODODEI","ODEI","Cono","Descripcion_CIIU","COD_DIVISION","DESCRIP_DIVISION","ESTRATO_INNOVA","COD_SECTOR","SECTOR_CENEC","ID","veneta_mill","tot_vent","part_ing","prob","weight","eeee"
"2","4107","20481718423","CALZADOS JAGUAR SAC","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","130102","LA LIBERTAD","TRUJILLO","EL PORVENIR","02","1920","1520","2007","1901","","99","No conocido","2","EXPORTADOR","0","ACTIVO","","HABIDO","EL PORVENIR","13 La Libertad","13","Trujillo","","Fabricación de calzado","15","Fabricación de productos de cuero y productos conexos","3. Pequeña empresa-  mayor 500 uit a 1700 uit","11","Manufactura","","4.4344","254687821824",",001741102896631",",08","13","13,00"
"2","4164","20130449701","LABORATORIOS MARETHFARM S.A.","-","26","SOCIEDAD ANONIMA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150133","LIMA","LIMA","SAN JUAN DE MIRAFLORES","33","2423","2100","1990","1901","","99","No conocido","3","IMPORTADOR/EXPORTADOR","0","ACTIVO","","HABIDO","CIUDAD DE DIOS","15 Provincia de Lima","15","Lima","4 Sur","Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico","21","Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico","3. Pequeña empresa-  mayor 500 uit a 1700 uit","11","Manufactura","","4.3040","254687821824",",001689896220341",",18","5.46","5,46"
"2","4177","20550126959","REDES Y SERVICIOS S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150113","LIMA","LIMA","JESUS MARIA","13","7220","6202","","1901","","99","No conocido","3","IMPORTADOR/EXPORTADOR","0","ACTIVO","","HABIDO","JESUS MARIA","15 Provincia de Lima","15","Lima","2 Centro","Consultoría de informática y de gestión de instalaciones informáticas","62","Programación informática, consultoría de informática y actividades conexas","3. Pequeña empresa-  mayor 500 uit a 1700 uit","16","Servicios","","4.2689","254687821824",",001676112762652",",03","29.61","29,61"
"2","4185","20554785469","IN SOLUTIONS S.A.C","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150131","LIMA","LIMA","SAN ISIDRO","31","7220","6209","","1901","","99","No conocido","3","IMPORTADOR/EXPORTADOR","0","ACTIVO","","HABIDO","SAN ISIDRO","15 Provincia de Lima","15","Lima","2 Centro","Otras actividades de tecnología de la información y servicios informáticos","62","Programación informática, consultoría de informática y actividades conexas","3. Pequeña empresa-  mayor 500 uit a 1700 uit","16","Servicios","","4.2488","254687821824",",001668225391768",",03","29.61","29,61"
"2","4197","20100435498","DESARROLLOS QUIMICOS MODERNOS S.A.","-","26","SOCIEDAD ANONIMA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150103","LIMA","LIMA","ATE","03","2411","2011","1981","1901","","99","No conocido","1","IMPORTADOR","0","ACTIVO","","HABIDO","VITARTE","15 Provincia de Lima","15","Lima","3 Este","Fabricación de sustancias químicas básicas","20","Fabricación de sustancias y productos químicos","3. Pequeña empresa-  mayor 500 uit a 1700 uit","11","Manufactura","","4.2212","254687821824",",001657387008891",",03","29.71","29,71"
"2","4232","20519073375","JOPE REPRESENTACIONES SAC","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150137","LIMA","LIMA","SANTA ANITA","37","5131","1410","","1901","","99","No conocido","3","IMPORTADOR/EXPORTADOR","0","ACTIVO","","HABIDO","SANTA ANITA - LOS FICUS","15 Provincia de Lima","15","Lima","3 Este","Fabricación de prendas de vestir, excepto prendas de piel","14","Fabricación de prendas de vestir","3. Pequeña empresa-  mayor 500 uit a 1700 uit","11","Manufactura","","4.1528","254687821824",",001630546757951",",03","30.03","30,03"
"2","4238","20518619579","XPLOMINE SAC","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150130","LIMA","LIMA","SAN BORJA","30","1429","7490","","1901","","99","No conocido","3","IMPORTADOR/EXPORTADOR","0","ACTIVO","","HABIDO","SAN FRANCISCO DE BORJA","15 Provincia de Lima","15","Lima","2 Centro","Otras actividades profesionales, científicas y técnicas n.c.p.","74","Otras actividades profesionales, científicas y técnicas","3. Pequeña empresa-  mayor 500 uit a 1700 uit","16","Servicios","","4.1136","254687821824",",001615139306523",",03","29.36","29,36"
"2","4256","20100257964","CARBONWATT S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150119","LIMA","LIMA","LURIN","19","2699","2399","1965","1901","","99","No conocido","3","IMPORTADOR/EXPORTADOR","0","ACTIVO","","HABIDO","LURIN","15 Provincia de Lima","15","Lima","4 Sur","Fabricación de otros productos minerales no metálicos n.c.p.","23","Fabricación de otros productos minerales no metálicos","3. Pequeña empresa-  mayor 500 uit a 1700 uit","11","Manufactura","","4.0693","254687821824",",001597772468813",",03","29.33","29,33"
"2","4287","20506296430","LEICA GEOSYSTEMS S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150122","LIMA","LIMA","MIRAFLORES","22","7220","6209","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","MIRAFLORES","15 Provincia de Lima","15","Lima","2 Centro","Otras actividades de tecnología de la información y servicios informáticos","62","Programación informática, consultoría de informática y actividades conexas","3. Pequeña empresa-  mayor 500 uit a 1700 uit","16","Servicios","","3.9779","254687821824",",001561891753227",",03","29.61","29,61"
"2","4318","20107177958","CONVERSIONES E IMPRESIONES GENERALES RA S.R.L.-CIGRA S.R.L.","-","28","SOC.COM.RESPONS. LTDA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150132","LIMA","LIMA","SAN JUAN DE LURIGANCHO","32","2102","1702","1991","1901","","99","No conocido","2","EXPORTADOR","0","ACTIVO","","HABIDO","SAN JUAN DE LURIGANCHO","15 Provincia de Lima","15","Lima","3 Este","Fabricación de papel y cartón ondulado y de envases de papel y cartón","17","Fabricación de papel y de productos de papel","3. Pequeña empresa-  mayor 500 uit a 1700 uit","11","Manufactura","","3.8955","254687821824",",001529510132968",",10","10.07","10,07"
"2","4329","20417494406","SALMON CORP S.A.C","-","26","SOCIEDAD ANONIMA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150105","LIMA","LIMA","BREÑA","05","2221","1811","1998","1901","","1","EMPRESA PRIVADA NACIONAL","3","IMPORTADOR/EXPORTADOR","0","ACTIVO","","HABIDO","BREÑA","15 Provincia de Lima","15","Lima","2 Centro","Impresión","18","Impresión y reproducción de grabaciones","3. Pequeña empresa-  mayor 500 uit a 1700 uit","11","Manufactura","","3.8741","254687821824",",001521102152765",",03","29.41","29,41"
"2","4335","20455259453","V & C FABRICA DE VELAS LA SUPERIOR S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","040101","AREQUIPA","AREQUIPA","AREQUIPA","01","2320","3290","","2009","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","AREQUIPA","04 Arequipa","5","Arequipa","","Otras industrias manufactureras n.c.p.","32","Otras industrias manufactureras","3. Pequeña empresa-  mayor 500 uit a 1700 uit","11","Manufactura","","3.8586","254687821824",",001515048905276",",07","13.67","13,67"
"2","4363","20294921312","SIGT S.A. INGENIEROS CONSULTORES","-","26","SOCIEDAD ANONIMA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150108","LIMA","LIMA","CHORRILLOS","08","7421","7110","","1901","","1","EMPRESA PRIVADA NACIONAL","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","CHORRILLOS","15 Provincia de Lima","15","Lima","4 Sur","Actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica","71","Actividades de arquitectura e ingeniería; ensayos y análisis técnicos","3. Pequeña empresa-  mayor 500 uit a 1700 uit","16","Servicios","","3.7915","254687821824",",001488681300543",",03","29.8","29,80"
"2","4398","20481584397","PERU PALETS S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","131201","LA LIBERTAD","VIRU","VIRU","01","6023","1623","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","VIRU","13 La Libertad","13","Trujillo","","Fabricación de recipientes de madera","16","Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","3. Pequeña empresa-  mayor 500 uit a 1700 uit","11","Manufactura","","3.7109","254687821824",",001457038219087",",03","29.08","29,08"
"2","4399","20453910513","FACTORIA J.C EIRL.","-","7","EMPRESA INDIVIDUAL DE RESP. LTDA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","040104","AREQUIPA","AREQUIPA","CERRO COLORADO","04","3420","2920","","1901","","1","EMPRESA PRIVADA NACIONAL","3","IMPORTADOR/EXPORTADOR","0","ACTIVO","","HABIDO","LA LIBERTAD","04 Arequipa","5","Arequipa","","Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques","29","Fabricación de vehículos automotores, remolques y semirremolques","3. Pequeña empresa-  mayor 500 uit a 1700 uit","11","Manufactura","","3.7095","254687821824",",001456500380300",",07","13.86","13,86"
"2","4401","20538439135","TEXTILES ORENSE SAC","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150130","LIMA","LIMA","SAN BORJA","30","1810","1399","","1901","","99","No conocido","3","IMPORTADOR/EXPORTADOR","0","ACTIVO","","HABIDO","SAN FRANCISCO DE BORJA","15 Provincia de Lima","15","Lima","2 Centro","Fabricación de otros productos textiles n.c.p.","13","Fabricación de productos textiles","3. Pequeña empresa-  mayor 500 uit a 1700 uit","11","Manufactura","","3.6897","254687821824",",001448729308322",",03","29","29,00"
"2","4455","20522452654","CHEMICAL RUBBER COMPANY S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150135","LIMA","LIMA","SAN MARTIN DE PORRES","35","2519","2219","","2009","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","BARRIO OBRERO INDUSTRIAL","15 Provincia de Lima","15","Lima","1 Norte","Fabricación de otros productos de caucho","22","Fabricación de productos de caucho y de plástico","3. Pequeña empresa-  mayor 500 uit a 1700 uit","11","Manufactura","","3.5114","254687821824",",001378690241836",",03","30.05","30,05"
"2","4462","10077910251","GALVEZ SUCCAR MANUEL","-","2","PERSONA NATURAL CON EMP. UNIPERS.","2","PRINCIPAL(MATRIZ)- UNICA","1","Personal Natural con Negocio","1","En Operación","1","Habido","70101","CALLAO","CALLAO","CALLAO","1","7411","6910","1983","1901","","1","EMPRESA PRIVADA NACIONAL","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","CALLAO","07 Callao","15","Lima","5 Provincia Constitucional del Callao","Actividades jurídicas","69","Actividades jurídicas y de contabilidad","3. Pequeña empresa-  mayor 500 uit a 1700 uit","16","Servicios","","3.5000","254687821824",",001374231418595",",03","29.89","29,89"
"2","4479","20101206085","SOCIEDAD INDUSTRIAL VULCANO SRL","-","28","SOC.COM.RESPONS. LTDA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150135","LIMA","LIMA","SAN MARTIN DE PORRES","35","2429","2029","1989","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","BARRIO OBRERO INDUSTRIAL","15 Provincia de Lima","15","Lima","1 Norte","Fabricación de otros productos químicos n.c.p.","20","Fabricación de sustancias y productos químicos","3. Pequeña empresa-  mayor 500 uit a 1700 uit","11","Manufactura","","3.5000","254687821824",",001374231418595",",03","29.71","29,71"
"2","4489","20137210682","JALLPA NINA S.A.","-","26","SOCIEDAD ANONIMA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150119","LIMA","LIMA","LURIN","19","3699","3290","1989","1901","","99","No conocido","2","EXPORTADOR","0","ACTIVO","","HABIDO","LURIN","15 Provincia de Lima","15","Lima","4 Sur","Otras industrias manufactureras n.c.p.","32","Otras industrias manufactureras","3. Pequeña empresa-  mayor 500 uit a 1700 uit","11","Manufactura","","3.5000","254687821824",",001374231418595",",07","13.67","13,67"
"2","4511","20358767401","SERMANI S.R.LTDA","-","28","SOC.COM.RESPONS. LTDA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","080801","CUSCO","ESPINAR","ESPINAR","01","2811","2511","","1901","","1","EMPRESA PRIVADA NACIONAL","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","YAURI","08 Cusco","8","Cusco","","Fabricación de productos metálicos para uso estructural","25","Fabricación de productos elaborados de metal, excepto maquinaria y equipo","3. Pequeña empresa-  mayor 500 uit a 1700 uit","11","Manufactura","","3.5000","254687821824",",001374231418595",",03","29.92","29,92"
"2","4530","20445585051","CONSTRUCTORES A Y D S.R.L.","-","28","SOC.COM.RESPONS. LTDA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","21803","ANCASH","SANTA","COISHCO","3","7421","7110","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","COISHCO","02 Ancash","3","Chimbote","","Actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica","71","Actividades de arquitectura e ingeniería; ensayos y análisis técnicos","3. Pequeña empresa-  mayor 500 uit a 1700 uit","16","Servicios","","3.5000","254687821824",",001374231418595",",03","29.8","29,80"
"2","4532","20448311041","TECNOLOGIA & DISTRIBUCIONES ANGELES EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA","-","7","EMPRESA INDIVIDUAL DE RESP. LTDA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","211101","PUNO","SAN ROMAN","JULIACA","01","6420","6190","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","JULIACA","21 Puno","21","Puno","","Otras actividades de telecomunicación","61","Telecomunicaciones","3. Pequeña empresa-  mayor 500 uit a 1700 uit","13","Transportes y Comunicaciones","","3.5000","254687821824",",001374231418595",",03","29.85","29,85"
"2","4577","20498533516","EMPRESA JEHOVA PROVEEDOR S.R.L.","-","28","SOC.COM.RESPONS. LTDA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","40409","AREQUIPA","CASTILLA","ORCOPAMPA","9","7421","7110","","2003","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","ORCOPAMPA","04 Arequipa","5","Arequipa","","Actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica","71","Actividades de arquitectura e ingeniería; ensayos y análisis técnicos","3. Pequeña empresa-  mayor 500 uit a 1700 uit","16","Servicios","","3.5000","254687821824",",001374231418595",",03","29.8","29,80"
"2","4583","20502455606","ALPACA COLOR S.A.C","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","70101","CALLAO","CALLAO","CALLAO","1","1721","1392","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","CALLAO","07 Callao","15","Lima","5 Provincia Constitucional del Callao","Fabricación de artículos confeccionados de materiales textiles, excepto prendas de vestir","13","Fabricación de productos textiles","3. Pequeña empresa-  mayor 500 uit a 1700 uit","11","Manufactura","","3.5000","254687821824",",001374231418595",",03","29","29,00"
"2","4655","20516924625","GEOSERVICE AMBIENTAL SOCIEDAD ANONIMA CERRADA","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150131","LIMA","LIMA","SAN ISIDRO","31","7414","7020","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","SAN ISIDRO","15 Provincia de Lima","15","Lima","2 Centro","Actividades de consultoría de gestión","70","Actividades de oficinas principales; actividades de consultoría de gestión","3. Pequeña empresa-  mayor 500 uit a 1700 uit","16","Servicios","","3.5000","254687821824",",001374231418595",",03","29.98","29,98"
"2","4754","20548077835","NEGOCIACIONES DIEKAT E.I.R.L.","-","7","EMPRESA INDIVIDUAL DE RESP. LTDA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150132","LIMA","LIMA","SAN JUAN DE LURIGANCHO","32","2413","2013","","1901","","99","No conocido","3","IMPORTADOR/EXPORTADOR","0","ACTIVO","","HABIDO","SAN JUAN DE LURIGANCHO","15 Provincia de Lima","15","Lima","3 Este","Fabricación de plásticos y caucho sintético en formas primarias","20","Fabricación de sustancias y productos químicos","3. Pequeña empresa-  mayor 500 uit a 1700 uit","11","Manufactura","","3.5000","254687821824",",001374231418595",",03","29.71","29,71"
"2","4828","20565392809","PALMERA PERU E.I.R.L.","-","7","EMPRESA INDIVIDUAL DE RESP. LTDA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150103","LIMA","LIMA","ATE","03","2520","2220","","2014","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","VITARTE","15 Provincia de Lima","15","Lima","3 Este","Fabricación de productos de plástico","22","Fabricación de productos de caucho y de plástico","3. Pequeña empresa-  mayor 500 uit a 1700 uit","11","Manufactura","","3.5000","254687821824",",001374231418595",",03","30.05","30,05"
"2","4847","20573164971","ROAD EQUIPMENT EIRL.","-","7","EMPRESA INDIVIDUAL DE RESP. LTDA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150136","LIMA","LIMA","SAN MIGUEL","36","7421","7110","","2013","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","SAN MIGUEL","15 Provincia de Lima","15","Lima","2 Centro","Actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica","71","Actividades de arquitectura e ingeniería; ensayos y análisis técnicos","3. Pequeña empresa-  mayor 500 uit a 1700 uit","16","Servicios","","3.5000","254687821824",",001374231418595",",03","29.8","29,80"
"2","4855","20600114299","ARTEUS COMP S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150101","LIMA","LIMA","LIMA","01","7290","6209","","1901","","99","No conocido","3","IMPORTADOR/EXPORTADOR","0","ACTIVO","","HABIDO","LIMA","15 Provincia de Lima","15","Lima","2 Centro","Otras actividades de tecnología de la información y servicios informáticos","62","Programación informática, consultoría de informática y actividades conexas","3. Pequeña empresa-  mayor 500 uit a 1700 uit","16","Servicios","","3.5000","254687821824",",001374231418595",",03","29.61","29,61"
"2","4856","20600135555","GRUPO INGENIEROS DE CONSTRUCCION DEL PERU S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","50110","AYACUCHO","HUAMANGA","SAN JUAN BAUTISTA","0","7421","7110","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","SAN JUAN BAUTISTA","05 Ayacucho","6","Ayacucho","","Actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica","71","Actividades de arquitectura e ingeniería; ensayos y análisis técnicos","3. Pequeña empresa-  mayor 500 uit a 1700 uit","16","Servicios","","3.5000","254687821824",",001374231418595",",03","29.8","29,80"
"2","4861","20600293231","INCENTIVOS NAFANTO S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150131","LIMA","LIMA","SAN ISIDRO","31","7414","7020","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","SAN ISIDRO","15 Provincia de Lima","15","Lima","2 Centro","Actividades de consultoría de gestión","70","Actividades de oficinas principales; actividades de consultoría de gestión","3. Pequeña empresa-  mayor 500 uit a 1700 uit","16","Servicios","","3.5000","254687821824",",001374231418595",",03","29.98","29,98"
"2","4895","20601020298","CORPORACION  EKAN S.A.C. - CORP EKA S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150103","LIMA","LIMA","ATE","03","1554","1104","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","VITARTE","15 Provincia de Lima","15","Lima","3 Este","Elaboración de bebidas no alcohólicas; producción de aguas minerales y otras aguas embotelladas","11","Elaboración de bebidas","3. Pequeña empresa-  mayor 500 uit a 1700 uit","11","Manufactura","","3.5000","254687821824",",001374231418595",",19","5.15","5,15"
"2","4921","20601597285","PRO GROUP S.R.L.","-","28","SOC.COM.RESPONS. LTDA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150122","LIMA","LIMA","MIRAFLORES","22","7414","7020","","2016","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","MIRAFLORES","15 Provincia de Lima","15","Lima","2 Centro","Actividades de consultoría de gestión","70","Actividades de oficinas principales; actividades de consultoría de gestión","3. Pequeña empresa-  mayor 500 uit a 1700 uit","16","Servicios","","3.5000","254687821824",",001374231418595",",03","29.98","29,98"
"2","4933","20601806801","NEGOCIACIONES E INVERSIONES RAY S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150117","LIMA","LIMA","LOS OLIVOS","17","2109","1709","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","LAS PALMERAS","15 Provincia de Lima","15","Lima","1 Norte","Fabricación de otros artículos de papel y cartón","17","Fabricación de papel y de productos de papel","3. Pequeña empresa-  mayor 500 uit a 1700 uit","11","Manufactura","","3.5000","254687821824",",001374231418595",",10","10.07","10,07"
"2","4934","20601820120","ADGRAFIC S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150103","LIMA","LIMA","ATE","03","2221","1811","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","VITARTE","15 Provincia de Lima","15","Lima","3 Este","Impresión","18","Impresión y reproducción de grabaciones","3. Pequeña empresa-  mayor 500 uit a 1700 uit","11","Manufactura","","3.5000","254687821824",",001374231418595",",03","29.41","29,41"
"2","4936","20601850321","SERVICIOS FAMEL S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150103","LIMA","LIMA","ATE","03","1810","1410","","2017","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","VITARTE","15 Provincia de Lima","15","Lima","3 Este","Fabricación de prendas de vestir, excepto prendas de piel","14","Fabricación de prendas de vestir","3. Pequeña empresa-  mayor 500 uit a 1700 uit","11","Manufactura","","3.5000","254687821824",",001374231418595",",03","30.03","30,03"
"2","4943","20601959250","MAESTRAZO PERU S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","70106","CALLAO","CALLAO","VENTANILLA","6","2422","2022","","2017","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","VENTANILLA","07 Callao","15","Lima","5 Provincia Constitucional del Callao","Fabricación de pinturas, barnices y productos de revestimiento similares, tintas de imprenta y masillas","20","Fabricación de sustancias y productos químicos","3. Pequeña empresa-  mayor 500 uit a 1700 uit","11","Manufactura","","3.5000","254687821824",",001374231418595",",03","29.71","29,71"
"2","4947","20602026559","TELMARK DATA S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150131","LIMA","LIMA","SAN ISIDRO","31","6420","6190","","1901","","99","No conocido","3","IMPORTADOR/EXPORTADOR","0","ACTIVO","PZA. PLAZA|","HABIDO","SAN ISIDRO","15 Provincia de Lima","15","Lima","2 Centro","Otras actividades de telecomunicación","61","Telecomunicaciones","3. Pequeña empresa-  mayor 500 uit a 1700 uit","13","Transportes y Comunicaciones","","3.5000","254687821824",",001374231418595",",03","29.85","29,85"
"2","4971","20602372953","AGROPECUARIA TECNOLOGICA NACIONAL S.A.C. - ATENA S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150142","LIMA","LIMA","VILLA EL SALVADOR","42","3699","3290","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","VILLA EL SALVADOR","15 Provincia de Lima","15","Lima","4 Sur","Otras industrias manufactureras n.c.p.","32","Otras industrias manufactureras","3. Pequeña empresa-  mayor 500 uit a 1700 uit","11","Manufactura","","3.5000","254687821824",",001374231418595",",07","13.67","13,67"
